recid	D	earnings	prevearn	edu
315452	1	23710	91	10
315455	1	77180	0	12
315456	0	7521	4000	9
315459	1	16896	0	12
315467	1	26020	3600	12
315470	1	43443	200	12
315471	1	2544	1000	14
315474	1	0	0	12
315476	1	9017	2904	14
315477	0	990	15000	12
315479	1	31958	8000	12
315480	1	36064	0	9
315481	1	27762	200	12
315483	1	20655	3000	14
315485	1	0	0	8
315486	0	28884	1200	14
315487	1	706	5000	13
315489	0	26039	0	12
315491	1	56931	14000	14
315494	1	22332	12000	10
315507	1	27344	10000	12
315508	1	0	3000	12
315509	0	0	0	11
315510	1	10794	6456	8
315511	0	816	0	10
315512	1	31312	6095	12
315513	0	22835	350	12
315514	0	37045	4000	14
315516	1	42219	6000	12
315517	0	4854	8000	13
315519	1	0	0	12
315520	0	6179	3515	12
315522	1	16395	72	12
315524	1	28313	2000	17
315525	0	43434	1000	15
315526	0	21375	470	12
315528	0	20301	38	8
315529	0	0	4250	12
315531	0	20496	1200	11
315532	1	17966	0	12
315539	1	26173	0	12
315544	1	11169	3700	12
315545	1	30130	2317	11
315548	1	4597	3945	10
315552	1	0	776	13
315554	1	21906	899	12
315555	1	21969	2000	12
315556	1	20888	450	12
315559	1	12111	1000	10
315564	0	0	0	10
315567	1	17246	0	11
315570	1	15231	1400	8
315572	1	25278	1600	12
315576	0	23549	9179	12
315578	1	3639	3484	12
315579	1	14945	0	12
315580	1	41678	8000	13
315583	0	8538	0	11
315584	1	1908	7000	12
315585	1	4955	0	10
315586	1	10128	2592	12
315587	1	16296	9507	12
315588	0	7729	0	12
315589	1	0	0	12
315596	1	23778	1500	12
315597	0	22524	200	12
315600	1	7754	6000	12
315601	1	23186	960	9
315607	0	33882	2206	12
315609	1	2269	300	9
315610	1	6281	10000	12
315614	1	27	2000	16
315615	0	6144	1000	11
315618	1	75	1331	7
315619	1	1528	0	12
315620	0	8007	0	10
315622	1	2676	1600	12
315624	1	55304	3500	15
315625	1	14143	14560	11
315626	0	0	0	9
315627	1	1701	0	11
315638	1	0	400	14
315640	1	2122	5014	9
315641	0	39	0	9
315644	1	16803	8000	12
315646	1	11240	13000	9
315648	0	17280	1989	12
315650	1	23091	5699	14
315651	1	81304	8000	17
315658	1	1485	0	11
315659	0	27300	2600	11
315662	0	0	0	9
315663	1	3832	4830	12
315664	1	0	1200	11
315667	1	2340	0	12
315668	1	0	9019	13
315669	0	10943	0	11
315671	0	4869	6065	12
315672	0	30135	2500	17
315673	0	0	0	8
315678	0	3177	2700	8
315680	1	0	0	12
315681	1	0	0	10
315684	1	336	0	11
315685	1	39437	5670	13
315690	1	67936	18000	12
315691	1	8943	0	11
315694	1	28380	0	14
315697	1	0	0	12
315698	1	3595	12733	12
315700	0	282	1180	12
315701	1	0	0	8
315703	1	16689	2471	11
315707	1	16286	900	12
315708	1	18646	67	12
315712	1	31878	0	12
315713	1	8013	550	13
315724	1	0	208	12
315725	0	29836	6200	11
315727	0	19279	1000	12
315734	1	1788	5200	9
315737	1	17262	6000	11
315741	1	32807	4866	12
315743	1	3432	12500	12
315745	1	32134	3000	12
315746	1	10842	4500	12
315747	0	25015	5120	9
315750	1	16391	0	12
315752	1	18849	0	12
315754	0	13948	2000	10
315757	1	2955	0	12
315758	1	37788	3329	12
315762	0	40278	1500	16
315764	1	23127	4386	12
315766	1	1680	0	8
315767	1	27793	5250	13
315768	0	12312	0	12
315769	0	24573	4179	11
315770	1	51606	0	11
315771	1	20092	6000	12
315773	1	4728	6000	12
315774	0	33933	2600	11
315775	1	25859	4000	12
315778	1	5085	2100	11
315785	0	28804	8000	10
315787	1	11321	0	13
315789	0	24746	1000	12
315790	1	14549	8000	12
315793	1	3164	0	9
315794	1	13285	1240	10
315797	1	9105	4500	8
315800	0	640	1200	11
315802	1	0	0	12
315803	0	33035	3000	10
315804	0	4966	3000	14
315806	0	25707	1400	12
315807	0	142	800	12
315811	1	8994	2000	12
315812	1	652	8000	11
315813	1	7428	0	12
315819	0	0	3000	12
315820	0	11142	4000	12
315821	1	13816	3227	14
315822	0	66942	30000	13
315824	1	44597	0	8
315831	1	24521	25	12
315832	1	819	0	10
315834	1	1350	2026	12
315835	1	38400	4000	12
315836	0	13638	11040	12
315837	0	15825	0	16
315838	1	21798	2400	13
315839	1	1692	0	9
315840	1	24798	0	8
315841	1	12138	2100	11
315843	1	43748	0	8
315845	1	8541	3033	12
315846	1	1819	400	12
315848	1	28363	5000	12
315849	0	0	6984	12
315852	1	30095	6000	9
315855	1	11282	8000	12
315864	1	15327	0	14
315865	1	16763	4278	10
315866	0	750	902	10
315868	1	0	0	12
315872	0	22073	4000	12
315876	0	31235	2000	14
315878	1	14934	1500	12
315879	0	4619	5	11
315880	1	62790	1200	11
315882	0	21006	8000	12
315884	1	48511	11000	12
315890	0	18384	0	11
315891	0	21444	5500	12
315892	1	44154	9600	12
315893	0	0	0	12
315894	1	2652	2300	14
315901	0	36287	8000	12
315902	1	4804	0	17
315904	1	28239	6800	12
315905	1	29667	6500	12
315909	1	20041	0	13
315914	0	0	0	12
315916	1	4854	0	12
315917	1	51	140	10
315918	1	60	0	11
315920	0	7758	0	9
315925	0	55105	15000	12
315928	1	0	0	9
315931	0	8674	2900	12
315932	1	45317	5000	12
315935	1	94191	0	10
315936	0	10457	0	11
315937	1	7395	6000	11
315938	0	16911	1600	9
315939	0	5442	7000	9
315941	1	0	1500	12
315943	0	23670	0	11
315946	1	2610	0	12
315949	0	23342	400	9
315954	0	2601	2000	8
315955	1	48968	10000	12
315956	0	28935	10000	14
315960	0	5762	10000	14
315962	0	18	0	12
315964	1	1632	0	12
315966	1	2442	400	11
315967	1	486	0	11
315968	1	0	0	9
315969	1	17364	4200	12
315970	1	4047	3200	9
315973	0	21255	0	11
315976	0	19128	8000	10
315977	0	34191	11000	12
315980	1	132	0	9
315982	1	14078	0	11
315985	1	555	57	10
315986	1	156	600	12
315988	1	44309	270	12
315989	1	19900	6080	12
315991	1	22510	684	12
315992	1	12050	3216	10
315994	1	14961	1155	11
315995	0	7776	3200	8
316001	0	29276	5000	12
316005	1	18303	4675	12
316007	0	7629	150	9
316010	1	19837	4087	8
316014	1	16074	3162	12
316015	0	3315	3949	10
316016	0	35445	8000	12
316017	0	14791	1400	11
316019	1	0	3600	10
316020	0	11276	1000	9
316021	1	0	0	12
316022	1	0	0	9
316023	0	552	0	12
316028	0	12964	3486	12
316029	1	4584	0	10
316030	1	32038	0	12
316031	0	9735	9000	13
316032	1	15288	3600	12
316035	0	2250	0	14
316037	1	14668	8240	8
316039	1	0	0	12
316041	1	0	0	11
316042	0	16224	3500	14
316045	1	28512	12000	10
316047	0	0	1306	10
316048	0	30485	0	13
316050	1	21452	12098	9
316054	1	7147	0	13
316058	1	14010	0	12
316060	1	8691	215	8
316061	0	39132	9995	12
316066	0	3461	6700	12
316067	1	9895	162	13
316070	1	11372	650	14
316071	1	2556	900	8
316072	0	20880	400	11
316074	1	2697	0	12
316075	0	782	0	8
316077	1	29297	9000	10
316078	0	1212	3200	10
316079	1	2768	0	8
316080	1	0	16000	9
316081	1	26655	1560	12
316083	0	7513	6000	15
316085	1	23682	8000	10
316086	0	7395	6000	10
316088	0	26526	6185	12
316089	1	1477	3696	12
316090	1	14228	6000	13
316093	1	0	32	8
316095	1	33494	2921	14
316096	1	357	500	12
316100	1	3612	11000	16
316105	1	3048	3393	11
316108	1	10095	844	12
316109	0	9430	6	12
316110	1	52693	3000	12
316112	1	17191	0	12
316118	0	19257	3837	11
316119	1	24471	5200	13
316124	1	11375	0	10
316130	1	49047	8672	12
316131	0	6465	2000	12
316133	0	76	400	11
316135	0	0	0	12
316141	0	17502	10000	12
316142	1	7418	206	10
316143	1	34668	5284	12
316144	0	0	8500	14
316147	1	43977	3000	12
316150	1	705	863	12
316158	1	3180	0	8
316163	1	39720	2658	13
316169	1	64095	7726	12
316170	1	30872	6700	9
316174	1	21898	4355	12
316176	0	0	0	11
316177	0	4200	2000	12
316180	1	441	2000	12
316183	0	29970	2700	13
316184	1	1203	0	12
316185	0	10632	3040	12
316187	0	98153	3120	13
316188	1	5064	4000	12
316189	1	30363	4370	9
316191	1	1896	0	12
316195	1	18776	3000	9
316202	1	56171	10000	12
316203	0	10680	0	13
316206	0	7185	2702	12
316207	0	4980	3000	15
316208	1	5142	7000	12
316216	0	0	0	12
316218	0	3771	0	8
316219	0	33906	4000	12
316220	1	7734	0	8
316225	1	42333	4592	12
316226	1	17508	0	12
316229	1	26766	3500	15
316232	1	0	0	12
316235	0	18767	150	9
316238	0	0	0	8
316239	1	52965	19454	12
316240	1	10729	2700	11
316241	0	4854	8137	10
316243	1	0	5528	13
316245	0	28179	2560	15
316246	1	1104	530	14
316247	1	6271	170	11
316250	1	26340	6414	10
316257	1	45215	1500	12
316259	0	32057	4482	13
316262	1	63016	5000	12
316264	1	12562	0	11
316272	0	17876	4000	12
316274	1	0	1000	14
316276	1	19345	0	12
316277	1	16055	180	12
316280	1	14362	1000	12
316283	0	33246	6000	11
316285	0	63888	7200	12
316287	0	31618	12000	10
316289	0	13104	1520	12
316294	1	7507	2000	10
316295	1	10093	800	10
316296	1	564	18000	7
316298	1	6355	0	9
316302	0	7126	0	12
316307	1	14587	1900	10
316309	1	13335	6000	12
316313	1	7755	9388	9
316315	1	5281	0	12
316316	1	15113	1820	10
316317	1	70421	1300	15
316318	0	7747	3600	10
316320	0	28749	0	8
316321	1	38754	0	8
316325	0	9797	7000	12
316328	1	30	4000	11
316330	1	13056	3000	14
316331	0	30025	0	11
316334	1	15725	0	12
316336	1	11990	900	8
316337	1	270	0	8
316338	1	0	5000	12
316339	1	72432	9600	12
316341	1	24629	6265	13
316343	0	477	150	8
316344	1	3390	0	7
316349	0	13307	98	12
316356	1	18855	6958	12
316357	1	555	14347	11
316359	1	4539	3360	11
316360	1	1800	4000	8
316363	0	11160	0	12
316365	1	9688	0	14
316369	0	23329	0	17
316370	1	708	0	11
316371	0	0	0	12
316376	1	0	0	12
316384	1	4350	0	12
316387	0	162	3000	14
316392	1	42	350	12
316393	1	12171	1138	13
316394	1	20523	2100	12
316396	1	3790	0	11
316397	0	9974	2640	12
316403	1	42640	0	12
316406	0	1578	0	12
316408	1	39726	6688	13
316409	1	63455	9000	12
316415	0	6559	2000	12
316418	1	21264	0	17
316419	0	10507	0	12
316422	1	28764	1500	11
316428	0	7626	13000	11
316433	0	12303	0	10
316434	1	6768	3100	10
316435	1	8722	5000	9
316437	1	7297	1000	15
316438	1	2300	500	17
316439	1	15834	4263	12
316441	1	37270	0	11
316444	0	19500	5800	12
316445	0	12489	0	10
316446	1	9780	9860	16
316447	1	15550	850	10
316448	1	33924	8910	12
316449	0	10306	4200	12
316451	0	201	0	12
316452	0	1003	0	12
316453	1	12138	0	12
316454	1	905	700	10
316458	1	17262	1200	12
316459	0	25835	6800	10
316465	0	1858	1000	10
316468	1	31002	6000	8
316469	0	27007	4500	12
316470	1	3597	1400	11
316473	1	27449	0	10
316474	1	1117	0	13
316477	1	66279	23462	11
316479	1	27318	1988	12
316483	0	183	310	12
316484	1	67556	1500	11
316487	1	21564	360	12
316494	1	26589	1500	13
316495	1	0	650	8
316496	0	2075	4400	12
316497	1	40275	2844	12
316498	1	16014	1000	11
316500	1	33620	4000	12
316505	1	0	19000	12
316506	1	48719	3000	12
316511	1	21	4000	11
316514	0	35415	6894	12
316516	1	18037	2904	12
316518	1	477	3200	12
316520	1	27465	8000	14
316521	0	20241	4823	13
316522	1	9566	0	8
316524	1	40589	400	9
316526	0	13737	2300	12
316529	1	22455	5350	14
316532	1	5194	0	12
316534	0	440	0	12
316540	0	28867	17000	12
316544	0	1467	300	12
316545	0	670	0	9
316547	0	26967	2000	12
316551	1	2004	0	12
316554	0	8075	2820	8
316555	1	17838	0	11
316557	1	19410	5400	12
316559	0	18105	7000	11
316564	1	0	0	12
316566	0	117	400	8
316567	1	24337	100	13
316571	1	54684	6400	10
316572	1	3322	1000	12
316576	0	3225	2000	14
316578	0	4461	318	12
316580	1	173	8000	13
316583	0	11406	2128	12
316592	1	4928	0	12
316593	0	2628	5000	11
316594	1	72	0	11
316596	0	24627	6000	12
316598	1	16770	5690	12
316600	1	36523	6560	14
316603	0	8769	2000	12
316604	0	3480	0	10
316605	0	45	0	12
316606	1	21740	5962	12
316608	1	10851	0	12
316612	1	11378	0	16
316613	1	5391	6000	12
316614	1	8007	3600	16
316615	1	21947	0	12
316617	0	0	4800	12
316619	1	13519	0	11
316621	1	0	0	11
316622	1	0	0	8
316624	1	0	0	14
316626	0	0	0	14
316627	0	0	8400	11
316628	0	56189	14000	12
316631	1	21422	0	12
316632	1	165	0	12
316635	1	390	0	11
316636	1	9921	1000	14
316638	1	16215	0	8
316640	0	1348	8481	10
316641	1	13920	8936	12
316642	1	9582	5000	10
316644	0	0	0	9
316646	1	835	3000	9
316647	0	23336	9300	14
316650	1	12039	6876	11
316653	0	33279	4289	12
316654	1	39816	0	15
316663	1	80	0	9
316667	0	469	3	9
316668	1	5064	7900	12
316672	0	71	5720	12
316673	1	10508	0	12
316674	1	2361	6400	12
316675	1	23431	0	12
316676	1	3173	2600	12
316677	0	21629	0	11
316683	0	2187	0	11
316684	1	423	0	12
316689	1	16404	3920	12
316690	1	22734	3198	12
316692	1	5964	1900	12
316693	1	681	0	11
316694	1	18844	1300	12
316698	0	4019	140	11
316699	1	14310	0	13
316700	1	17412	0	14
316705	1	20190	1935	9
316708	0	12653	0	13
316710	1	2370	10000	11
316712	1	785	8858	11
316714	0	3397	656	9
316715	0	1524	4973	13
316717	1	8258	1200	12
316721	1	803	3500	8
316722	0	14536	4840	10
316723	0	33	0	12
316724	1	0	2349	8
316729	1	7278	0	8
316734	1	21913	3000	12
316735	1	3509	5000	16
316736	1	0	4680	11
316738	0	5152	200	8
316741	1	13012	0	12
316742	1	6395	1750	12
316748	1	0	800	12
316750	1	37977	6000	10
316751	1	12062	3000	13
316752	1	22560	825	11
316755	0	1686	4000	14
316759	1	9325	57	12
316760	1	29208	1500	13
316765	1	1481	4000	12
316766	0	18581	0	12
316769	0	35656	3118	11
316771	0	15813	0	10
316774	1	1799	3500	14
316780	1	0	0	12
316783	1	32081	12000	9
316786	1	32781	7000	13
316787	1	37524	4000	10
316789	1	46855	300	12
316796	1	3231	0	14
316803	1	49467	6000	12
316807	0	27432	250	15
316810	1	36735	9000	13
316812	1	2896	1800	14
316813	1	8076	2400	12
316815	0	31290	500	12
316821	1	24393	6000	9
316824	0	3150	1200	9
316825	1	18663	700	9
316826	1	13804	2000	9
316835	0	0	0	8
316837	1	41028	2808	12
316838	1	10725	13000	11
316839	0	16791	0	12
316842	1	0	0	10
316843	0	3405	0	11
316847	0	16121	5600	14
316850	1	6065	5545	9
316851	1	9321	0	8
316852	0	10830	5000	14
316855	0	18648	2658	12
316856	1	12944	4041	16
316858	1	15192	6000	10
316859	0	3618	420	9
316864	0	3397	350	11
316868	1	42555	1150	12
316869	0	21924	3600	16
316870	1	3622	3000	14
316872	1	1128	5000	16
316873	1	0	0	12
316876	1	9150	1024	11
316879	0	903	15000	13
316883	1	60528	10800	13
316884	1	0	3484	11
316890	1	9409	0	8
316891	1	24813	6000	13
316893	1	9966	5000	12
316898	1	18306	600	8
316901	1	18300	1500	11
316906	1	55770	5000	10
316908	0	27940	9000	12
316914	0	0	0	10
316915	0	46098	7274	10
316917	1	40953	40	10
316918	0	3775	3240	12
316919	0	57	0	8
316923	0	0	2040	11
316925	0	37658	13000	11
316926	1	24996	0	16
316928	1	15169	0	9
316929	1	32472	7841	12
316933	1	12596	0	12
316935	1	3369	0	8
316936	1	207	2500	12
316939	1	0	0	12
316940	1	16487	2400	12
316942	1	48063	4800	10
316945	1	577	0	12
316946	0	5977	5100	14
316947	0	478	5882	16
316949	1	1035	0	10
316950	1	22515	0	12
316951	1	5733	150	12
316953	1	796	0	10
316956	1	20637	1250	13
316957	1	8166	1306	15
316959	1	34060	4835	16
316960	1	33533	5000	12
316962	1	65781	1200	10
316964	0	2898	0	12
316971	1	39146	6000	16
316972	1	1947	6650	12
316975	0	5164	0	8
316976	1	3308	0	7
316977	1	5685	6590	15
316978	1	4329	5840	11
316980	1	0	3387	9
316981	0	9776	300	11
316983	0	8298	600	17
316990	1	4124	3000	11
316991	1	18567	0	11
317000	1	0	0	12
317002	0	29778	107	12
317003	0	21166	2900	13
317006	1	687	1440	8
317007	1	147	4760	9
317010	0	25836	8000	10
317012	0	14798	6000	11
317013	0	31854	130	10
317017	1	0	480	12
317020	0	699	3513	12
317023	1	1533	3456	17
317027	1	2544	7900	10
317033	1	0	3400	12
317035	0	34926	300	13
317037	1	0	539	10
317038	1	11539	5300	13
317041	1	8678	2500	13
317042	1	5627	8000	12
317044	1	2973	0	11
317048	0	1887	4500	9
317049	1	28833	8000	13
317052	0	0	0	12
317053	0	27240	3700	12
317055	1	31360	3600	15
317056	1	18197	6661	9
317060	1	9128	16000	9
317061	1	7068	110	12
317062	1	14252	0	12
317065	1	858	369	12
317071	1	23775	0	9
317072	1	1639	621	10
317073	1	37157	0	11
317074	1	17646	6540	12
317079	1	81046	7310	16
317080	0	44055	13000	12
317085	0	0	1500	11
317089	1	0	0	10
317091	1	23019	5976	12
317093	1	32897	2496	12
317096	0	0	4500	14
317100	1	4230	0	11
317105	0	47606	4500	8
317106	0	3844	0	8
317107	1	21096	0	10
317108	1	3510	0	12
317111	1	9105	3000	8
317112	0	46430	11000	12
317115	1	5143	0	12
317120	1	17871	0	8
317123	1	23571	7060	14
317124	1	8793	0	8
317125	0	1429	620	12
317127	1	7474	12800	12
317128	1	4116	4000	14
317130	1	52660	1100	12
317131	0	11415	16000	12
317134	0	0	0	8
317137	1	2232	2500	10
317139	1	59439	0	12
317142	1	33942	0	14
317145	0	27328	650	12
317146	1	26421	0	12
317147	1	20541	10500	12
317148	0	20997	3257	11
317150	0	93	0	13
317151	0	0	0	12
317154	1	17304	4000	12
317156	1	59727	11500	9
317157	0	30439	2000	14
317159	1	1672	3800	12
317161	1	5687	0	10
317162	1	22863	480	13
317163	1	24827	0	12
317164	0	303	3000	11
317165	0	18325	250	12
317167	0	3309	854	12
317168	1	3317	0	12
317169	0	7086	0	11
317171	1	15366	0	9
317172	1	6813	500	12
317176	0	0	0	12
317178	1	52493	5000	12
317180	1	127	600	14
317182	1	0	0	12
317184	1	5709	0	12
317186	1	108	0	12
317187	0	1371	2400	10
317188	0	6102	0	12
317189	1	25262	117	11
317190	1	10029	0	8
317191	1	490	167	12
317192	0	12084	2000	12
317193	1	11139	0	14
317197	1	16650	2912	15
317199	1	0	960	8
317201	1	19195	5200	13
317202	1	33351	6000	12
317204	1	606	0	8
317207	0	26630	3146	11
317213	0	17466	0	8
317216	1	639	0	12
317220	0	47415	14000	15
317221	0	4204	1140	12
317224	1	0	0	12
317229	0	42739	1700	12
317235	1	12024	1468	12
317237	1	43120	15000	12
317238	1	2760	0	12
317245	0	3700	1172	12
317246	1	28603	0	14
317247	1	34620	0	8
317248	1	36669	298	12
317250	0	5462	40	12
317252	0	0	0	12
317254	1	26241	98	15
317257	0	41059	11232	12
317258	1	26667	6120	12
317261	1	22579	274	10
317262	1	344	2189	9
317265	0	73636	9000	10
317266	1	7587	3000	12
317269	0	12573	0	14
317271	1	553	0	12
317274	1	20652	0	8
317275	1	37131	10135	14
317276	1	2730	1967	11
317278	1	5797	2000	12
317279	1	14380	0	12
317280	1	3916	5000	12
317281	1	858	3100	10
317284	1	19225	7000	12
317285	0	11061	5000	16
317288	0	10471	240	12
317290	0	6186	3100	12
317293	1	28621	5500	12
317300	1	0	7082	13
317301	0	26115	6779	11
317302	0	17085	200	12
317309	1	27834	0	12
317310	1	33795	8000	9
317312	1	0	960	12
317313	1	0	1500	10
317314	0	4488	0	14
317316	1	59877	2000	12
317317	1	0	4856	11
317320	0	2754	5000	12
317323	0	2341	1000	13
317327	1	12537	4000	8
317328	0	5748	98	12
317333	1	28026	900	12
317335	1	18219	0	14
317336	1	17730	7500	16
317341	1	13098	672	12
317342	0	3669	11980	13
317346	0	69846	4500	12
317347	1	9569	9000	12
317349	1	18612	12000	15
317350	0	8389	450	8
317351	1	13383	0	14
317357	1	9627	200	12
317358	1	29762	6000	12
317361	1	462	0	11
317363	1	16722	434	9
317364	1	3693	3541	12
317366	0	226	6622	12
317368	1	39051	0	11
317369	0	3573	0	8
317371	0	80472	0	16
317372	0	16336	3500	12
317374	0	17184	5000	12
317378	1	418	3050	10
317385	0	30171	4000	11
317386	1	6304	6950	12
317387	1	12729	8000	12
317389	1	19045	1960	12
317391	1	9180	800	12
317398	1	0	14000	17
317399	0	23064	4200	13
317402	1	180	320	12
317403	1	20661	1043	16
317404	1	16127	4880	11
317405	1	68248	6000	12
317409	1	0	0	12
317410	1	0	49	12
317413	1	11582	0	14
317416	1	28050	800	12
317418	1	14727	71	11
317420	0	318	0	17
317422	1	555	387	12
317423	1	0	400	12
317428	0	39684	1200	12
317429	1	657	4000	12
317431	1	3358	5882	12
317436	1	520	9000	13
317450	1	29962	7000	12
317451	0	2186	1000	10
317452	1	6994	0	12
317456	1	4515	2000	11
317460	1	74511	12506	12
317468	0	28311	4100	11
317470	0	0	5200	16
317471	1	12450	5835	12
317474	1	318	1600	12
317476	1	28407	1800	12
317479	1	5559	1200	12
317480	0	1110	240	11
317481	0	9	0	11
317482	1	25424	4500	12
317483	1	6910	0	9
317485	0	1188	45	12
317486	0	40180	8000	12
317487	0	29098	4200	12
317496	1	0	358	12
317500	1	26391	17000	13
317502	0	0	0	9
317503	0	10672	4000	14
317507	1	10515	3150	12
317511	1	33034	10000	8
317512	0	15542	2800	12
317516	1	4713	200	11
317518	1	4285	1400	12
317519	0	47835	4992	12
317520	1	23761	1945	12
317524	1	3605	6800	13
317529	1	0	0	12
317531	0	0	0	11
317534	0	25923	5000	9
317535	1	0	9000	9
317536	1	0	800	10
317540	1	63364	7336	12
317541	0	15786	0	11
317545	0	11912	7800	12
317550	1	1857	422	12
317553	1	27794	6000	10
317554	1	21027	0	12
317556	1	30558	0	12
317561	1	0	2000	10
317562	1	0	0	12
317565	0	35085	0	8
317566	1	0	3600	12
317569	1	1679	0	8
317571	0	0	0	12
317572	1	8388	200	12
317576	0	22996	6500	11
317577	1	12306	6500	13
317578	1	2189	5000	11
317579	1	25505	2000	13
317581	0	3365	1800	11
317583	0	18980	0	12
317584	0	31338	6116	12
317587	0	0	500	12
317589	1	17986	106	12
317591	1	5478	3000	12
317592	0	51734	0	7
317593	0	15207	2500	9
317594	0	13833	600	13
317596	1	12004	270	8
317597	1	13741	1644	12
317599	1	84873	3077	12
317600	1	6948	4000	13
317602	1	6168	0	12
317603	1	6768	0	12
317604	1	0	350	12
317605	0	6439	0	9
317606	1	17248	0	12
317608	1	13898	8470	13
317609	1	28052	600	12
317610	1	0	0	12
317612	0	2463	600	10
317615	0	17448	0	12
317616	1	0	0	10
317619	1	9624	5500	12
317621	1	42993	3000	12
317622	1	39540	5000	12
317623	1	20910	0	12
317624	1	27312	8854	10
317625	1	5824	3500	11
317627	1	53136	1500	10
317631	1	66408	12000	14
317633	1	17726	0	12
317634	0	16944	4000	8
317636	1	933	0	9
317638	1	7077	234	10
317639	1	16760	4800	14
317640	0	6668	7000	12
317641	1	4370	2000	8
317642	1	134861	8000	12
317644	1	8116	900	11
317645	0	3758	0	12
317646	0	1705	3200	11
317652	1	8289	2400	9
317653	1	12478	190	10
317658	0	8652	1400	14
317660	0	26758	5000	14
317661	1	64865	5000	13
317662	1	0	2400	12
317666	0	5958	2000	11
317667	0	123	0	10
317670	1	928	700	11
317672	1	29122	5800	10
317673	0	0	3309	13
317678	0	17220	7000	9
317680	0	0	360	12
317681	1	0	5000	11
317683	1	16674	7269	9
317684	1	27128	4500	12
317688	1	12153	5000	12
317690	1	23595	10000	12
317693	0	171	850	13
317695	0	19734	14073	12
317697	1	6	10080	12
317702	0	2588	800	10
317705	1	25993	0	12
317715	1	0	10000	12
317716	1	6684	4000	12
317719	0	9072	4750	11
317720	0	4011	5000	12
317721	0	2118	6500	13
317725	0	1458	17000	14
317726	1	0	0	9
317730	1	16864	219	13
317731	1	2505	0	10
317732	0	34	800	13
317735	1	885	0	12
317738	0	22455	6720	12
317739	0	35600	120	12
317740	1	26295	2500	12
317741	1	21304	1406	10
317743	0	24093	23000	12
317748	0	84	0	10
317750	1	6227	0	10
317754	1	15915	1500	10
317755	0	810	1000	9
317764	1	48864	14000	12
317768	0	4618	10000	12
317770	1	19552	10000	10
317771	1	22955	0	12
317772	0	20769	1100	12
317773	0	0	1000	10
317775	0	24543	0	12
317776	1	68628	2000	13
317780	1	11607	600	15
317781	1	12789	3000	14
317785	1	1305	4000	15
317786	1	19796	1018	15
317787	1	513	8750	12
317791	1	24561	1800	14
317794	1	17130	5500	12
317797	0	21499	3000	12
317799	1	2832	5000	12
317801	0	26335	6000	12
317803	1	27324	14000	11
317804	1	6382	9600	12
317806	0	108	3720	12
317807	1	21049	4800	12
317810	0	1008	100	8
317811	1	36573	4352	9
317813	0	1128	0	17
317814	1	19503	0	12
317816	1	19614	600	11
317823	1	8730	1035	9
317824	1	8112	3000	12
317827	1	31948	520	12
317828	1	28692	6000	12
317831	1	23682	6900	12
317832	0	23880	0	10
317833	0	17817	1700	16
317834	1	41067	5000	11
317835	0	27849	5925	13
317837	1	0	0	9
317842	0	0	0	12
317845	0	29041	5700	10
317849	0	300	412	11
317850	1	15584	0	12
317851	0	41958	3216	8
317853	0	20601	7200	8
317855	0	59676	7000	12
317856	1	675	509	10
317857	1	789	0	11
317858	1	12076	3480	12
317861	1	3672	5000	10
317864	1	0	0	8
317865	1	11442	5800	10
317868	0	0	0	12
317869	0	21343	1376	14
317870	1	16274	0	14
317871	1	26850	6500	10
317872	0	912	0	12
317874	0	52206	0	10
317875	0	3220	2000	7
317877	1	7163	6000	14
317879	1	46101	0	12
317883	1	24564	0	12
317884	1	38717	2200	12
317885	1	47546	4000	12
317887	0	21214	3480	10
317888	0	52628	6000	10
317891	1	1683	0	12
317899	1	22817	0	12
317901	1	18319	7911	12
317903	1	0	1200	12
317907	1	54980	8000	11
317908	1	1761	1680	12
317909	1	5445	2000	12
317910	1	31418	1000	10
317911	1	24010	135	17
317916	1	7338	0	12
317918	1	401	250	10
317919	0	0	0	12
317925	1	20781	0	13
317927	0	34083	8000	12
317928	0	26992	3000	11
317929	1	25925	3000	12
317932	1	13200	0	12
317934	1	41985	18000	13
317935	1	1833	1800	12
317936	0	30051	3000	12
317940	1	54761	0	14
317942	1	13957	0	8
317945	0	4529	1000	8
317946	0	23084	3952	12
317949	1	26016	9500	12
317951	1	19957	5082	17
317958	1	32709	2185	12
317960	1	127353	9560	10
317961	0	3009	0	12
317965	1	51918	1100	12
317968	0	3606	0	9
317969	1	0	0	9
317970	1	59295	14000	12
317971	0	20787	10000	12
317972	1	8402	0	12
317975	1	0	0	9
317978	0	4401	0	11
317979	1	3524	0	12
317982	0	359	750	12
317984	1	39141	0	12
317986	1	0	0	12
317989	0	3117	500	15
317993	1	1209	1500	13
317999	0	31785	10000	12
318000	1	18163	4300	12
318001	1	746	0	12
318002	1	26460	3500	12
318003	0	14293	0	13
318004	0	21707	0	14
318006	1	771	0	12
318008	0	122	3000	8
318009	1	17316	0	12
318016	1	0	1000	8
318017	1	6	0	12
318018	1	3886	2500	8
318019	1	4011	0	12
318020	0	26637	7500	12
318022	0	6802	1600	8
318024	0	6746	752	12
318028	1	42768	21000	12
318029	1	6436	0	10
318030	0	14007	15000	12
318031	1	50147	7000	11
318033	0	5484	5581	12
318034	1	26808	4500	10
318038	1	25644	15545	13
318039	0	5418	2400	9
318041	1	0	9900	15
318043	1	49752	13200	12
318044	1	20850	2000	9
318046	1	42254	6000	11
